"","Floods","Groundwater","Sediment","Organics_Solutes","Habitat","Overall","HUC12"
"1601","0.9404862","0.75524039","0.56689168","0.731927867","0.6686251","0.72263291","110400000000"
"1602","0.9728722","0.91003916","0.72217000","0.749106840","0.7741172","0.82001380","110400000000"
"1603","0.9280111","0.81160803","0.63607109","0.778787357","0.7075650","0.76615754","110400000000"
"1604","0.9494235","0.74172556","0.54117039","0.758012879","0.6672795","0.71945614","110400000000"
"1605","0.9709079","0.98594468","0.78462536","0.739110733","0.8140735","0.85312606","110400000000"
"1606","0.9831998","0.97222885","0.78440670","0.744474963","0.8013904","0.85139121","110400000000"
"1607","0.9366096","0.97882041","0.77165753","0.759571634","0.8076260","0.84623901","110400000000"
"1608","0.9091128","0.72594973","0.59334151","0.759054996","0.6348314","0.71639433","110400000000"
"1609","0.9491970","0.74152877","0.71554144","0.988705032","0.7825303","0.82820416","110400000000"
"1610","0.9022347","0.78197834","0.55111976","0.741513111","0.6113961","0.70670854","110400000000"
"1611","0.9731147","0.93463020","0.76630090","0.764245462","0.8173153","0.84676934","110400000000"
"1612","0.9454160","0.76296109","0.57080848","0.739305921","0.6801964","0.72981847","110400000000"
"1613","0.8568287","0.64588608","0.43405229","0.628342412","0.5692732","0.61209922","110400000000"
"1614","1.0000000","1.00000000","0.83099195","0.774655929","0.8873280","0.89404209","110800000000"
"1615","0.8333333","0.75000000","0.62398923","0.498652309","0.7280379","0.67639718","110800000000"
"1616","0.7179810","0.75000000","0.44453644","0.490086536","0.6296910","0.59387681","110800000000"
"1617","0.9067200","1.00000000","0.64329312","0.710950790","0.7621954","0.79425068","130100000000"
"1618","0.9873186","0.98283130","0.80483448","0.742250502","0.8698897","0.87203017","130100000000"
"1619","0.9686464","0.98521024","0.75594917","0.703714797","0.8372994","0.84273853","130100000000"
"1620","0.9123519","0.90069014","0.68335270","0.620686644","0.7814004","0.77094918","130100000000"
"1621","0.8843114","0.82646709","0.69296644","0.590621915","0.7913331","0.74962209","130100000000"
"1622","0.9290587","0.90228449","0.72235768","0.641405471","0.8026912","0.79207084","130100000000"
"1623","0.9128270","0.87228772","0.68061198","0.578212250","0.7725339","0.75299229","130100000000"
"1624","0.9706563","0.98951514","0.74959903","0.685966287","0.7700570","0.82419224","130100000000"
"1625","0.8138305","0.75000000","0.54617746","0.433908893","0.6857816","0.62994506","130100000000"
"1626","0.9969620","1.00000000","0.74544304","0.666666667","0.8236382","0.83588718","130100000000"
"1627","0.8698958","0.77654535","0.59234643","0.450825735","0.6421065","0.64977818","130100000000"
"1628","0.7648436","0.74909009","0.49174221","0.458089145","0.6555947","0.61021928","130100000000"
"1629","0.8325152","0.75000000","0.63374155","0.513291750","0.7558277","0.68743325","130100000000"
"1630","0.8161652","0.76342269","0.49354400","0.360240420","0.4854163","0.55733352","130100000000"
"1631","0.7900187","0.72836152","0.47961286","0.364415240","0.4864086","0.54688321","130100000000"
"1632","1.0000000","1.00000000","0.80596961","0.741292812","0.8706464","0.87746551","130100000000"
"1633","0.8196676","0.74189025","0.53127846","0.411989707","0.5208523","0.58638131","130100000000"
"1634","0.8324160","0.74381964","0.55973951","0.406580227","0.6840194","0.62632787","130100000000"
"1635","1.0000000","1.00000000","0.81111553","0.748154039","0.7449284","0.85317409","130100000000"
"1636","0.9832325","0.98823590","0.78332357","0.735989431","0.7103295","0.83168313","130100000000"
"1637","0.8333333","0.75000000","0.64660432","0.528805761","0.7644029","0.69602914","130100000000"
"1638","0.8926179","0.90342099","0.68437655","0.623333738","0.6005006","0.72948605","130100000000"
"1639","0.5222873","0.53343093","0.32261136","0.096815151","0.4773759","0.33395982","130100000000"
"1640","0.4394836","0.75000000","0.50000000","0.333333333","0.4590085","0.47899908","130100000000"
"1641","0.8180085","0.75000000","0.55826213","0.441665792","0.6462430","0.62810083","130100000000"
"1642","0.8390323","0.91637486","0.53641933","0.758400551","0.6272724","0.72200834","130100000000"
"1643","0.8333333","0.75000000","0.60901643","0.478688573","0.7094026","0.66418791","130100000000"
"1644","1.0000000","1.00000000","0.85349671","0.804662286","0.9023311","0.90873298","130100000000"
"1645","0.9360432","0.86991441","0.62599303","0.607496336","0.7093645","0.73850086","130100000000"
"1646","1.0000000","1.00000000","0.82272656","0.763635408","0.8272479","0.87731478","130100000000"
"1647","0.8907244","0.85518498","0.58312085","0.480433037","0.5539645","0.65243216","130100000000"
"1648","0.9586791","0.97952565","0.80431268","0.848148119","0.7028751","0.85249683","130100000000"
"1649","0.9510300","0.92533330","0.74934177","0.664173460","0.7674476","0.80408233","130100000000"
"1650","0.5727139","0.59838748","0.30793724","0.131183310","0.3830495","0.35067369","130100000000"
"1651","0.7605473","0.79175136","0.44124524","0.396522042","0.4383508","0.54062589","130100000000"
"1652","0.8333333","0.67010125","0.47219302","0.476753784","0.5318950","0.58215650","130100000000"
"1653","0.4374220","0.69794780","0.36011070","0.285444469","0.4371313","0.42409060","130100000000"
"1654","0.8197386","0.93374638","0.72960787","0.578328512","0.6408110","0.72975936","130100000000"
"1655","0.7633235","0.73699649","0.46640949","0.411227679","0.6186013","0.58195166","130100000000"
"1656","0.7565330","0.67018469","0.44566626","0.308068542","0.6045223","0.53066246","130100000000"
"1657","0.7714893","0.73623221","0.43958835","0.367397775","0.6018897","0.56028484","130100000000"
"1658","0.6025451","0.66336597","0.26786366","0.426576918","0.4586353","0.46155588","130100000000"
"1659","0.3942498","0.60933191","0.35933191","0.146743098","0.3687214","0.34188136","130100000000"
"1660","0.9874538","0.94443517","0.73014930","0.725399976","0.7848772","0.82736276","130100000000"
"1661","0.9064808","0.76868664","0.59540334","0.516939251","0.6951424","0.68341813","130100000000"
"1662","0.8675319","0.48205103","0.54261324","0.705544711","0.6834263","0.64241699","130100000000"
"1663","0.6009799","0.70616875","0.36935183","0.317715648","0.5043578","0.47862702","130100000000"
"1664","0.8333333","1.00000000","0.53005236","0.706736480","0.6867016","0.73490739","130100000000"
"1665","0.9354582","0.82256359","0.74760384","0.775529631","0.7700443","0.80759923","130100000000"
"1666","0.5098524","0.32054771","0.27784695","0.255049900","0.4233438","0.34521704","130100000000"
"1667","0.9226403","0.58488605","0.67941688","0.630643466","0.7645186","0.70710253","130100000000"
"1668","0.7370102","0.21546067","0.21137023","0.287280900","0.3903327","0.32743523","130100000000"
"1669","0.8303238","0.61104298","0.47420848","0.424925232","0.5243517","0.55698660","130100000000"
"1670","0.7114702","0.75000000","0.69636412","0.505545163","0.4818918","0.61851861","130100000000"
"1671","0.8924022","0.96537155","0.71865616","0.733388544","0.7732548","0.81112280","130100000000"
"1672","1.0000000","1.00000000","0.87207682","0.829435765","0.9147179","0.92071440","130100000000"
"1673","0.8646924","0.66613522","0.54238737","0.689798966","0.5921025","0.66247671","130100000000"
"1674","0.8031425","0.85344776","0.51443510","0.550892189","0.6762901","0.66634624","130100000000"
"1675","0.8021381","0.51602727","0.63312679","0.598744395","0.5887037","0.62102652","130100000000"
"1676","0.8392729","0.42726435","0.56681512","0.675377910","0.6214423","0.61122033","130100000000"
"1677","0.8315830","0.94960630","0.80936948","0.682135108","0.8681415","0.82340099","130100000000"
"1678","0.8429574","0.51385775","0.56033638","0.510241809","0.6037267","0.59530942","130100000000"
"1679","0.8550136","0.46019635","0.59909779","0.625667452","0.5984154","0.61539227","130100000000"
"1680","0.6519920","0.39644775","0.61278278","0.410738962","0.5224078","0.50846617","130100000000"
"1681","1.0000000","1.00000000","0.86140559","0.815207456","0.9076037","0.91384896","130100000000"
"1682","0.7772936","0.90019833","0.72305878","0.655206341","0.6213304","0.72905370","130100000000"
"1683","0.7953727","0.72219300","0.62144847","0.471550412","0.6214194","0.63666123","130100000000"
"1684","0.8487829","0.84042992","0.75373254","0.647602279","0.7170776","0.75766632","130100000000"
"1685","0.9494014","0.68297558","0.71924568","0.624600737","0.7866640","0.74477452","130100000000"
"1686","0.8769182","0.45843940","0.48171361","0.604982160","0.4690377","0.55975250","130100000000"
"1687","0.8333333","0.75000000","0.60887538","0.478500512","0.6589261","0.65437322","130100000000"
"1688","0.8317813","0.74534318","0.51566835","0.351119435","0.6677407","0.59560691","130100000000"
"1689","1.0000000","1.00000000","0.82985435","0.773139130","0.8865696","0.89329411","130100000000"
"1690","1.0000000","0.92777024","0.77445198","0.773517990","0.8279896","0.85622135","130100000000"
"1691","0.8355850","0.85590511","0.60774391","0.631632710","0.6906912","0.71709565","130100000000"
"1692","0.8371160","0.73765378","0.62335318","0.553689787","0.7024386","0.68398953","130100000000"
"1693","0.9664238","0.95044239","0.69476444","0.613438527","0.7746185","0.78769481","130100000000"
"1694","0.6926536","0.38618973","0.43732976","0.523147266","0.5251875","0.50282034","130100000000"
"1695","0.8669595","0.94488381","0.63327625","0.703627767","0.7338615","0.76839671","130100000000"
"1696","0.9420019","0.92655361","0.74893932","0.682027330","0.8311215","0.81991163","130100000000"
"1697","0.7007861","0.48036113","0.45326310","0.517120853","0.4831423","0.52027644","130100000000"
"1698","0.8268103","0.82258954","0.58452145","0.542814654","0.6847334","0.68220128","130100000000"
"1699","0.5000000","0.48145268","0.32998934","0.131382224","0.3141268","0.31851730","130100000000"
"1700","0.7228922","0.70941132","0.42296082","0.397378522","0.5988342","0.55278538","130100000000"
"1701","0.8819560","0.97433044","0.71941734","0.791026771","0.7502523","0.81828864","130100000000"
"1702","0.8185320","0.69226038","0.56479735","0.682457331","0.5650104","0.65806070","130100000000"
"1703","0.6666667","0.68126244","0.29645614","0.303624782","0.5309708","0.46485584","130100000000"
"1704","0.9685848","0.98487091","0.77375740","0.741001508","0.8456558","0.85709092","130100000000"
"1705","0.9161454","0.74845835","0.56549129","0.662676305","0.6076042","0.68975686","130100000000"
"1706","0.8143623","0.61268786","0.48373154","0.437668699","0.5662517","0.56932895","130100000000"
"1707","0.7570360","0.33358060","0.45479150","0.562489568","0.4888336","0.50104997","130100000000"
"1708","0.9462374","0.63887670","0.75748339","0.636005293","0.7837190","0.74418734","130100000000"
"1709","0.8645856","0.48873777","0.55570990","0.647076963","0.6021362","0.61983565","130100000000"
"1710","0.9584100","0.89979742","0.92330724","0.899505310","0.9185666","0.91966856","130100000000"
"1711","0.8928942","0.73658574","0.56252351","0.414287419","0.5169324","0.60225427","130100000000"
"1712","0.9580955","0.69807235","0.72529088","0.659081809","0.7053099","0.74238323","130100000000"
"1713","0.7965644","0.73427403","0.76221633","0.444127680","0.6632798","0.66630393","130100000000"
"1714","0.9378495","0.89056545","0.71019235","0.702529743","0.7093854","0.78369015","130100000000"
"1715","0.6835687","0.22932054","0.36941413","0.207814290","0.4156257","0.34659580","130100000000"
"1716","0.8896522","0.50716019","0.54427958","0.544685597","0.5435474","0.59198971","130100000000"
"1717","0.8537316","0.50787044","0.56992300","0.474847133","0.5793274","0.58408180","130100000000"
"1718","0.8387837","0.83438272","0.79901090","0.829107948","0.8064117","0.82138578","130100000000"
"1719","0.8076144","0.53968579","0.72008906","0.725470436","0.7029635","0.69319713","130100000000"
"1720","0.4810046","0.36131948","0.48953613","0.222650676","0.3509674","0.36689621","130100000000"
"1721","0.9415001","0.54086685","0.53739075","0.611412709","0.5607540","0.62296200","130100000000"
"1722","0.8019517","0.65099054","0.47340899","0.428375545","0.5246553","0.56095966","130100000000"
"1723","0.8928371","0.59744797","0.57327159","0.536586130","0.7106354","0.65064455","130100000000"
"1724","0.9222538","0.77779455","0.59858622","0.635570128","0.7162885","0.72147071","130100000000"
"1725","0.9297430","0.73577035","0.55034898","0.720325035","0.6848689","0.71412768","130100000000"
"1726","0.9172949","0.49889786","0.46518867","0.659474222","0.6078860","0.61127120","130100000000"
"1727","0.9371758","0.55911680","0.40576375","0.594603006","0.5594446","0.58873006","130100000000"
"1728","0.6413276","0.57572484","0.43236062","0.323098500","0.4028452","0.46081099","130100000000"
"1729","0.9323702","0.50666969","0.41542507","0.551013594","0.5734522","0.57344676","130100000000"
"1730","1.0000000","1.00000000","0.81652639","0.755368521","0.7540314","0.85803243","130100000000"
"1731","0.8343980","0.66059963","0.49457715","0.443729485","0.4435740","0.55709081","130100000000"
"1732","0.9395567","0.83961163","0.59365380","0.612027619","0.5957510","0.70222146","130100000000"
"1733","0.8233051","0.85141441","0.48495770","0.468552552","0.6463696","0.63464224","130100000000"
"1734","0.9447541","0.81319496","0.76221169","0.728711205","0.7353432","0.79309813","130100000000"
"1735","0.9133379","0.69089001","0.69056593","0.666548720","0.6908742","0.72526260","130100000000"
"1736","0.8185941","0.94780859","0.47789109","0.597078123","0.6456172","0.67768033","130100000000"
"1737","0.8640763","0.59150699","0.40130452","0.506713173","0.5914082","0.57243624","130100000000"
"1738","0.9176491","0.76932073","0.57028294","0.609165666","0.5704040","0.67477422","130100000000"
"1739","0.9368888","0.80109195","0.64770309","0.685439595","0.7358968","0.75492968","130100000000"
"1740","0.9260795","0.72819123","0.53023515","0.770622080","0.5952224","0.69658897","130100000000"
"1741","0.9849572","0.86803713","0.72189263","0.782090107","0.7929823","0.82525793","130100000000"
"1742","0.9743591","0.85318040","0.71449384","0.759475310","0.7924419","0.81404404","130100000000"
"1743","0.9331766","0.82194386","0.78043026","0.733520697","0.8028066","0.81176941","130100000000"
"1744","1.0000000","0.82876165","0.68037689","0.802153642","0.7715431","0.81013872","130100000000"
"1745","0.9514889","0.69221997","0.74086487","0.724718285","0.7859737","0.77409242","130100000000"
"1746","0.9571103","0.58019532","0.70090347","0.685243507","0.7017267","0.71522301","130100000000"
"1747","0.9915492","0.89215096","0.97884466","0.916908235","0.8192298","0.91757083","130100000000"
"1748","0.9645908","0.61789572","0.68903755","0.715639602","0.6933985","0.72750451","130100000000"
"1749","0.9728246","0.65793866","0.78444223","0.736336071","0.6893170","0.76077320","130100000000"
"1750","0.8624600","0.51175133","0.62874759","0.662378812","0.5749914","0.63798199","130100000000"
"1751","0.9593674","0.88694936","0.85611973","0.959840886","0.7374132","0.87592249","130100000000"
"1752","0.9609932","0.90916848","0.71564271","0.724351549","0.6891175","0.79224722","130100000000"
"1753","0.9718922","0.63035849","0.73612048","0.713263495","0.6835809","0.73865035","130100000000"
"1754","0.9624021","0.95699267","0.77527349","0.718217400","0.8085702","0.83856890","130100000000"
"1755","0.9645424","0.87931988","0.72223769","0.714186383","0.6481585","0.77719183","130100000000"
"1756","0.9829287","0.98434720","0.97403634","0.979605272","0.9446291","0.97299719","130100000000"
"1757","0.9644497","0.67467650","0.78509411","0.731224951","0.7980456","0.78500988","130100000000"
"1758","0.9302225","0.92231391","0.76150107","0.717262913","0.7744950","0.81651963","130100000000"
"1759","0.8974497","0.75918360","0.64759234","0.603935368","0.6470636","0.70358928","130100000000"
"1760","0.9390672","0.63322691","0.73151350","0.681899890","0.7583557","0.74201792","130100000000"
"1761","0.7871527","0.75000000","0.51750618","0.449036146","0.6319029","0.61318777","130100000000"
"1762","0.9657469","0.75999729","0.74937784","0.684876001","0.7251029","0.77139632","130100000000"
"1763","0.9704570","0.96161365","0.81180006","0.726450719","0.8491281","0.85885740","130100000000"
"1764","0.9523085","0.71191895","0.75977596","0.644885406","0.8093995","0.76896725","130100000000"
"1765","0.9322960","0.60916643","0.89533993","0.890740401","0.7381041","0.80321037","130100000000"
"1766","0.9342316","0.73940945","0.76308217","0.622092647","0.7916730","0.76359374","130100000000"
"1767","0.9934323","0.99750021","0.80734326","0.752926765","0.7048955","0.84255331","130100000000"
"1768","1.0000000","1.00000000","0.80746766","0.743290209","0.8716451","0.87846538","130100000000"
"1769","0.8315754","0.74945559","0.59602293","0.464153836","0.5898874","0.63309417","130100000000"
"1770","0.8871908","0.85098459","0.64063363","0.547776045","0.5937558","0.69079926","130100000000"
"1771","0.8242016","0.73981545","0.54535656","0.398492841","0.5442164","0.59102507","130100000000"
"1772","1.0000000","1.00000000","0.85221930","0.802959068","0.8491220","0.89710437","130100000000"
"1773","0.8672260","0.78936762","0.63384164","0.527084120","0.6083700","0.67404365","130100000000"
"1774","0.9502734","0.85262500","0.67354665","0.712578494","0.7020925","0.77133010","130100000000"
"1775","0.8456979","0.70128469","0.50422528","0.481700035","0.6027975","0.61338969","130100000000"
"1776","0.9440126","0.82323084","0.59256166","0.618587424","0.6718405","0.71842270","130100000000"
"1777","0.8415348","0.76230224","0.62069722","0.494262964","0.6857404","0.66994536","130100000000"
"1778","0.7568347","0.58099124","0.36433766","0.334989010","0.5334607","0.49131670","130100000000"
"1779","0.6666667","0.71712489","0.56763807","0.467350904","0.4640089","0.56747783","130100000000"
"1780","0.9562373","0.94277084","0.76359500","0.746850552","0.7667695","0.83013110","130100000000"
"1781","0.9516609","0.85555328","0.64231505","0.664393231","0.7179484","0.75752883","130100000000"
"1782","0.8095860","0.51070509","0.35612004","0.303146624","0.4901595","0.46559032","130100000000"
"1783","0.8715831","0.61267270","0.39975300","0.553127531","0.5662213","0.58214089","130100000000"
"1784","0.6666667","0.83866820","0.59740482","0.581430700","0.5340233","0.63557260","130100000000"
"1785","0.8336008","0.97373135","0.53789077","0.681627911","0.6446777","0.71878049","130100000000"
"1786","0.6784778","0.50847062","0.43012907","0.213781182","0.5078013","0.43793809","130100000000"
"1787","0.5734383","0.70896498","0.59705422","0.560540565","0.5810076","0.60198106","130100000000"
"1788","0.9498999","0.83601811","0.75061618","0.724248693","0.6367380","0.77238171","130100000000"
"1789","0.8804961","0.46217196","0.60866986","0.620199727","0.5238362","0.60412664","130100000000"
"1790","1.0000000","1.00000000","0.80865195","0.744869264","0.8724346","0.87925514","130100000000"
"1791","0.8117661","0.78572736","0.51124869","0.439102464","0.6479035","0.62155884","130100000000"
"1792","0.9784253","0.91278481","0.72969830","0.628813158","0.6822762","0.77500455","130100000000"
"1793","0.8770441","0.48959873","0.56708192","0.629053443","0.5411911","0.60772785","130100000000"
"1794","1.0000000","0.75000000","0.82061534","0.427487115","0.7137436","0.71570364","130100000000"
"1795","0.8673156","0.52978889","0.65731279","0.581717457","0.6493493","0.64781128","130100000000"
"1796","0.8118924","0.59204056","0.65182802","0.454550340","0.5545164","0.60186053","130100000000"
"1797","0.9133776","0.71670117","0.68666391","0.631186939","0.5832854","0.69783759","130100000000"
"1798","0.9193986","0.76756562","0.72913188","0.673559896","0.6045121","0.73154549","130100000000"
"1799","0.9299926","0.72402647","0.54612585","0.744069037","0.6445872","0.70678012","130100000000"
"1800","0.8964506","0.76676728","0.75281080","0.616371570","0.6301478","0.72549122","130100000000"
"1801","0.9061890","0.62879759","0.68204873","0.611343961","0.6806777","0.69463144","130100000000"
"1802","0.5846541","0.46436886","0.74547595","0.666666667","0.7441654","0.63147301","130100000000"
"1803","0.6196192","0.39083059","0.72867502","0.715798342","0.6856274","0.61306317","130100000000"
"1804","0.9039003","0.56073297","0.67508005","0.679275767","0.6777448","0.69098536","130100000000"
"1805","0.8333333","0.84870799","0.51925184","0.650732070","0.6680157","0.69283336","130100000000"
"1806","0.9629690","0.72772366","0.51907776","0.685672041","0.6324862","0.69118729","130100000000"
"1807","0.9706659","0.70858095","0.74121560","0.696704054","0.7776202","0.77311470","130100000000"
"1808","0.7342414","0.24881123","0.46711506","0.316696826","0.4416126","0.41244265","130100000000"
"1809","0.9051957","0.63354543","0.46914880","0.633838047","0.5950292","0.63280439","130100000000"
"1810","0.9626968","0.86553334","0.78158987","0.650550098","0.7757796","0.80048697","130100000000"
"1811","0.8333333","0.75000000","0.64359194","0.524789251","0.7167053","0.68543019","130100000000"
"1812","0.8762724","0.81440865","0.67382315","0.565097533","0.7825488","0.73372355","130100000000"
"1813","1.0000000","1.00000000","0.82488766","0.766516876","0.8832584","0.89002225","130100000000"
"1814","1.0000000","1.00000000","0.77082532","0.694433763","0.8472169","0.85372162","130100000000"
"1815","1.0000000","1.00000000","0.89746812","0.863290830","0.9316454","0.93688301","130100000000"
"1816","1.0000000","1.00000000","0.88967524","0.852900325","0.8618759","0.91857559","130100000000"
"1817","0.9458577","0.91878660","0.81039468","0.747192913","0.8713093","0.85559538","130100000000"
"1818","0.8604847","0.92860129","0.65133585","0.622450733","0.7025970","0.74376842","130100000000"
"1819","1.0000000","1.00000000","0.80916391","0.745551885","0.8727759","0.87959637","130100000000"
"1820","0.9859843","0.99646930","0.77626714","0.725013287","0.6855522","0.82365687","130100000000"
"1821","0.7454985","0.43093608","0.37997691","0.592024479","0.4412930","0.50203814","130100000000"
"1822","1.0000000","1.00000000","0.78216210","0.709549472","0.8547747","0.86144236","130100000000"
"1823","0.9348257","0.49196334","0.53808721","0.715573936","0.6280902","0.64452313","130100000000"
"1824","0.9156622","0.56052486","0.60848156","0.718799920","0.6024583","0.67022792","130100000000"
"1825","0.9261258","0.89551925","0.67146606","0.605858619","0.7260317","0.75477789","130100000000"
"1826","0.8031224","0.74772606","0.59486018","0.517203548","0.7190112","0.66783206","130100000000"
"1827","0.9225475","0.96597778","0.79199112","0.721990749","0.8179211","0.83942877","130100000000"
"1828","0.8486986","0.79153522","0.77648309","0.719750319","0.6996873","0.76539974","130100000000"
"1829","0.8415999","0.86590788","0.61021237","0.556057534","0.6710056","0.69820162","130100000000"
"1830","0.9268792","0.51334966","0.52379608","0.614994085","0.5878139","0.61793371","130100000000"
"1831","0.8660184","0.48821479","0.42894537","0.580090511","0.5261286","0.56056443","130100000000"
"1832","0.7526663","0.55755878","0.49709059","0.484277990","0.5112199","0.55284862","130100000000"
"1833","0.9019064","0.80498490","0.55866052","0.572173487","0.5786517","0.66928090","130201000000"
"1834","0.9303202","0.65831953","0.88948273","0.895934346","0.8870240","0.84583111","130201000000"
"1835","0.9044685","0.65763387","0.66351822","0.605670164","0.6443844","0.68789528","130201000000"
"1836","0.9037464","0.58625920","0.63536735","0.640498345","0.6190130","0.66846055","130201000000"
"1837","0.9178139","0.90056763","0.63693382","0.560829872","0.6018342","0.70783926","130201000000"
"1838","1.0000000","1.00000000","0.75000000","0.666666667","0.8333333","0.83937833","130201000000"
"1839","0.9362502","0.88858930","0.72774894","0.647767789","0.7535084","0.78363965","130201000000"
"1840","1.0000000","1.00000000","0.81948724","0.759316315","0.8796582","0.88645312","130201000000"
"1841","1.0000000","1.00000000","0.86479171","0.819722273","0.9098611","0.91603206","130201000000"
"1842","0.9715390","0.99856102","0.77644593","0.760768549","0.8446331","0.86491484","130201000000"
"1843","0.6837118","0.72444659","0.49937695","0.597674364","0.6662513","0.62904561","140100000000"
"1844","0.4810743","0.50000000","0.42112426","0.210084148","0.4436727","0.39355886","140100000000"
"1845","0.7010965","0.57212253","0.50141071","0.353949645","0.5546072","0.52393510","140100000000"
"1846","0.6416301","0.56607229","0.38496692","0.419286325","0.5638357","0.50564844","140100000000"
"1847","0.3333333","0.50000000","0.37450797","0.166010625","0.4163386","0.33649490","140100000000"
"1848","0.3333333","0.49162421","0.43080140","0.252236253","0.4380750","0.37881661","140100000000"
"1849","0.4605285","0.40177887","0.36417164","0.171349450","0.4876860","0.35490697","140100000000"
"1850","0.6198218","0.69548606","0.56434250","0.440127713","0.7095617","0.59721868","140100000000"
"1851","0.6304398","0.68772623","0.52691321","0.432235194","0.5628082","0.56101666","140100000000"
"1852","0.3381467","0.46424694","0.27625501","0.073050750","0.3099603","0.25027589","140100000000"
"1853","0.4279618","0.54197806","0.37032996","0.209765364","0.3545622","0.36398237","140100000000"
"1854","0.8204337","0.72410266","0.66005643","0.597313932","0.7392880","0.70418733","140100000000"
"1855","0.5858338","0.50605401","0.30164959","0.197750164","0.3284717","0.35712296","140100000000"
"1856","0.3135244","0.56124503","0.23095878","0.122402630","0.3117479","0.27422720","140100000000"
"1857","0.9992831","0.97929850","0.98606930","0.955257521","0.9059591","0.96460171","140100000000"
"1858","0.7739985","0.73544500","0.59714871","0.556689130","0.6357333","0.65471471","140100000000"
"1859","0.7675127","0.71900366","0.54744260","0.478681696","0.5248960","0.59711099","140100000000"
"1860","0.7998801","0.74754687","0.68408150","0.638358343","0.6716657","0.70598874","140100000000"
"1861","0.7069763","0.63347961","0.58603219","0.600444117","0.6562120","0.63520681","140100000000"
"1862","0.7816835","0.38663578","0.34557183","0.412909809","0.5578263","0.47450971","140100000000"
"1863","0.7872500","0.75000000","0.63428442","0.604545870","0.7477512","0.70101751","140100000000"
"1864","0.8107357","0.73514845","0.53729282","0.380136462","0.6814422","0.60780851","140100000000"
"1865","0.7258816","0.59662676","0.30502970","0.256637063","0.4646159","0.43597825","140100000000"
"1866","0.7910437","0.73591323","0.68474577","0.632460408","0.7833317","0.72294806","140100000000"
"1867","0.6424556","0.73356064","0.64674507","0.594549028","0.7628688","0.67317806","140100000000"
"1868","0.7790589","0.73442937","0.53418920","0.466706860","0.6846880","0.62798673","140100000000"
"1869","0.8187381","0.47334631","0.59870680","0.448962380","0.7221128","0.59603345","140100000000"
"1870","0.7680261","0.50000000","0.51389025","0.149134768","0.6759268","0.45681356","140100000000"
"1871","0.7920301","0.31359915","0.23374531","0.363058001","0.4831548","0.39956215","140100000000"
"1872","0.8207399","0.66057335","0.48767224","0.360815130","0.6509660","0.57361374","140100000000"
"1873","0.6217250","0.59688843","0.29027041","0.227164319","0.3600049","0.38814014","140100000000"
"1874","0.8474990","0.87334397","0.70404929","0.741526403","0.7614819","0.78296573","140100000000"
"1875","0.9667083","0.81186593","0.63101235","0.631177508","0.7166190","0.74139814","140100000000"
"1876","0.4366843","0.44543448","0.19543448","0.000000000","0.2445791","0.00000000","140100000000"
"1877","0.6912221","0.65192478","0.35803384","0.236897854","0.4833603","0.45010544","140100000000"
"1878","0.8161069","0.75000000","0.69570015","0.628719741","0.7623849","0.72773349","140100000000"
"1879","0.7947324","0.71894812","0.63970123","0.589230913","0.7354459","0.69174557","140100000000"
"1880","0.8200420","0.50050987","0.51313411","0.512764672","0.6619554","0.58999086","140100000000"
"1881","0.8653763","0.57487126","0.45601347","0.617556623","0.6057699","0.61058699","140100000000"
"1882","0.5290050","0.18564112","0.17550116","0.191394553","0.3548092","0.25921950","140100000000"
"1883","0.9163545","0.95812129","0.74681867","0.703807117","0.7771235","0.81457030","140100000000"
"1884","0.8079207","0.67722566","0.55056830","0.505556984","0.6731746","0.63410656","140100000000"
"1885","0.8216082","0.69690635","0.55433874","0.583013818","0.5609124","0.63567869","140100000000"
"1886","0.9469356","0.70297024","0.55356883","0.712818001","0.6593440","0.70421284","140100000000"
"1887","0.9715194","0.91826286","0.70129673","0.706268014","0.7410735","0.79988992","140100000000"
"1888","0.8188963","0.73623668","0.63579485","0.540812447","0.7318447","0.68581313","140100000000"
"1889","0.7759080","0.82959140","0.71141165","0.593580640","0.6179251","0.69991002","140100000000"
"1890","0.9828988","0.96215583","0.75480979","0.645303630","0.8142964","0.82191644","140100000000"
"1891","0.5000000","0.65293807","0.40600759","0.337426018","0.3960133","0.44632673","140100000000"
"1892","0.8221002","0.74438809","0.69748675","0.619054911","0.7958754","0.73209406","140100000000"
"1893","0.9851900","0.97130367","0.91021276","0.930078198","0.9190523","0.94270438","140100000000"
"1894","0.9753592","0.87792067","0.81484021","0.802347039","0.8584213","0.86367632","140100000000"
"1895","0.9375529","0.72340390","0.40632941","0.631205199","0.5831836","0.63277039","140100000000"
"1896","0.9860532","0.74140476","0.72907981","0.655206350","0.8193865","0.77860922","140100000000"
"1897","0.9966387","0.98032374","0.90434161","0.894878979","0.8854908","0.93118855","140100000000"
"1898","0.8644489","0.86855992","0.65340468","0.810880687","0.7468723","0.78448553","140100000000"
"1899","0.8746062","0.78290715","0.55607250","0.503740219","0.6475544","0.65891201","140100000000"
"1900","0.7433213","0.78291620","0.33761300","0.413713437","0.5416427","0.53548179","140100000000"
"1901","0.7695263","0.73673768","0.61557198","0.586151757","0.6314512","0.66409928","140100000000"
"1902","1.0000000","0.76290075","0.57426457","0.748485089","0.7161764","0.74843940","140100000000"
"1903","0.9432483","0.65505207","0.49250980","0.643585904","0.6588075","0.66395150","140100000000"
